city,year,month,day,avg(la),avg(AQI),avg(lo)
北京,2018,8,13,38.0,57.28947368421053,115.0
天津,2018,8,6,39.0,54.77884615384615,117.0
青岛,2019,2,20,36.0,191.66666666666666,119.0
厦门,2018,8,24,25.0,29.875,119.0
昆明,2018,8,9,25.0,39.407407407407405,102.0
郑州,2019,2,16,33.0,139.1551724137931,113.0
天津,2019,1,11,40.0,110.22413793103448,116.0
上海,2018,8,31,30.0,33.39705882352941,120.0
郑州,2019,1,22,35.0,62.210144927536234,112.0
海口,2019,1,1,20.0,44.82,110.0
天津,2019,2,19,40.0,60.65384615384615,116.0
上海,2018,8,1,30.0,37.104166666666664,120.0
青岛,2019,1,18,37.0,111.25,119.0
北京,2019,2,17,39.0,24.857142857142858,116.0
天津,2019,1,28,39.0,62.30252100840336,116.0
成都,2019,2,23,30.0,107.53781512605042,103.0
济南,2018,8,19,37.0,15.947368421052632,116.0
北京,2019,2,9,39.0,31.8,117.0
北京,2019,2,27,38.0,81.43478260869566,117.0
厦门,2019,2,1,25.0,22.272727272727273,118.0
北京,2019,2,7,39.0,35.613545816733065,116.0
北京,2019,1,1,39.0,87.14864864864865,117.0
成都,2019,1,13,31.0,54.416666666666664,103.0
上海,2019,6,10,30.0,65.93617021276596,120.0
乌鲁木齐,2018,8,24,42.0,60.0,89.0
北京,2018,8,31,39.0,43.257936507936506,116.0
厦门,2019,6,8,24.0,34.369565217391305,118.0
青岛,2018,8,5,36.0,46.961832061068705,120.0
青岛,2019,2,3,36.0,152.9787234042553,119.0
呼和浩特,2019,2,27,40.0,59.18518518518518,111.0
郑州,2019,1,7,35.0,177.70833333333334,113.0
郑州,2018,8,4,34.0,86.19393939393939,113.0
青岛,2018,8,26,37.0,40.333333333333336,119.0
厦门,2019,2,14,25.0,20.095238095238095,118.0
天津,2018,8,2,39.0,87.11737089201878,117.0
上海,2019,1,6,31.0,36.595238095238095,121.0
厦门,2019,2,13,24.0,58.528301886792455,117.0
济南,2018,8,28,36.0,59.05555555555556,116.0
郑州,2018,8,1,34.0,58.95454545454545,114.0
郑州,2018,8,1,35.0,54.59842519685039,112.0
济南,2018,8,14,35.0,33.0,115.0
郑州,2018,8,16,34.0,41.07086614173228,113.0
厦门,2019,1,31,25.0,37.578947368421055,118.0
上海,2019,1,21,32.0,84.05714285714286,120.0
天津,2019,1,1,39.0,65.88068181818181,116.0
海口,2019,2,5,20.0,36.125,110.0
天津,2018,8,4,38.0,64.53703703703704,117.0
济南,2019,1,19,37.0,142.47222222222223,116.0
乌鲁木齐,2019,6,8,43.0,40.57303370786517,87.0
厦门,2018,8,3,24.0,47.41463414634146,117.0
北京,2019,1,23,38.0,110.23404255319149,115.0
郑州,2019,1,6,35.0,128.39583333333334,113.0
天津,2018,8,13,39.0,76.52475247524752,116.0
北京,2018,8,12,38.0,48.61333333333334,115.0
成都,2019,2,25,31.0,91.9047619047619,104.0
成都,2018,8,23,31.0,56.94117647058823,103.0
呼和浩特,2018,8,25,40.0,53.672,111.0
厦门,2018,8,25,24.0,31.214285714285715,117.0
天津,2019,1,21,40.0,57.34782608695652,116.0
成都,2019,1,6,30.0,116.1923076923077,104.0
乌鲁木齐,2019,1,6,42.0,312.1041666666667,89.0
厦门,2019,1,21,24.0,89.02857142857142,117.0
呼和浩特,2018,8,22,41.0,66.61111111111111,111.0
青岛,2019,2,23,35.0,177.27906976744185,120.0
上海,2019,2,8,32.0,30.369230769230768,120.0
海口,2019,6,10,20.0,29.123287671232877,110.0
北京,2019,2,2,40.0,132.18018018018017,116.0
上海,2019,2,16,30.0,64.50769230769231,120.0
青岛,2019,1,3,35.0,200.28947368421052,120.0
青岛,2019,1,10,35.0,67.51724137931035,120.0
郑州,2018,8,12,35.0,85.0677966101695,112.0
乌鲁木齐,2018,8,1,42.0,45.95652173913044,89.0
上海,2018,8,11,32.0,46.6140350877193,120.0
上海,2019,2,23,30.0,130.8360655737705,120.0
济南,2019,2,12,36.0,158.49407114624506,117.0
北京,2019,1,2,39.0,94.07860262008734,116.0
天津,2019,1,8,39.0,69.85925925925926,118.0
青岛,2018,8,24,37.0,50.5,119.0
青岛,2019,2,13,37.0,70.21052631578948,119.0
北京,2018,8,20,38.0,49.205479452054796,115.0
乌鲁木齐,2018,8,21,44.0,105.82608695652173,87.0
昆明,2018,8,13,24.0,51.13513513513514,102.0
厦门,2019,1,17,25.0,38.9,118.0
上海,2019,2,24,31.0,126.91891891891892,121.0
天津,2019,2,19,39.0,120.57377049180327,117.0
天津,2018,8,5,39.0,51.8562091503268,116.0
上海,2019,1,25,30.0,92.97142857142858,120.0
天津,2018,8,27,39.0,69.85576923076923,117.0
昆明,2019,1,19,24.0,41.118811881188115,102.0
乌鲁木齐,2018,8,1,44.0,86.97560975609755,87.0
天津,2019,2,24,39.0,158.29166666666666,116.0
昆明,2019,1,12,25.0,34.666666666666664,103.0
昆明,2018,8,26,24.0,34.666666666666664,102.0
青岛,2018,8,8,36.0,80.05555555555556,119.0
厦门,2019,2,19,24.0,61.459016393442624,117.0
海口,2018,8,1,20.0,28.632183908045977,110.0
成都,2019,1,28,30.0,96.66808510638297,104.0
海口,2019,1,24,19.0,51.921052631578945,110.0
青岛,2019,2,25,35.0,151.36363636363637,120.0
郑州,2019,2,12,34.0,133.18333333333334,114.0
郑州,2019,1,20,35.0,166.08602150537635,113.0
乌鲁木齐,2018,8,7,43.0,41.07142857142857,88.0
上海,2019,2,5,31.0,70.9770642201835,120.0
青岛,2018,8,27,35.0,40.18181818181818,120.0
成都,2019,1,12,31.0,44.0,103.0
天津,2019,1,8,38.0,41.58064516129032,117.0
济南,2019,1,7,36.0,248.13669064748203,116.0
郑州,2018,8,5,34.0,56.347457627118644,113.0
北京,2019,1,18,39.0,123.27091633466135,116.0
乌鲁木齐,2019,1,14,42.0,189.25714285714287,89.0
上海,2018,8,5,31.0,44.95294117647059,121.0
天津,2018,8,3,39.0,77.33333333333333,116.0
成都,2019,2,14,30.0,79.64655172413794,103.0
乌鲁木齐,2018,8,19,42.0,79.22222222222223,89.0
天津,2019,2,11,38.0,143.640625,117.0
天津,2019,1,11,39.0,263.86619718309856,117.0
上海,2019,2,5,30.0,67.85714285714286,120.0
成都,2019,6,8,30.0,54.91558441558441,104.0
乌鲁木齐,2018,8,7,42.0,57.05555555555556,89.0
昆明,2019,1,18,25.0,39.59090909090909,103.0
成都,2019,1,8,30.0,134.51063829787233,103.0
上海,2018,8,30,30.0,35.666666666666664,120.0
北京,2018,8,25,39.0,75.41450777202073,116.0
天津,2018,8,19,39.0,35.473958333333336,117.0
乌鲁木齐,2019,1,24,43.0,235.80701754385964,87.0
北京,2019,1,17,40.0,53.3728813559322,116.0
昆明,2019,2,1,24.0,40.589473684210525,102.0
上海,2018,8,2,31.0,38.92285714285714,120.0
厦门,2019,2,17,25.0,20.333333333333332,118.0
呼和浩特,2018,8,18,40.0,43.43119266055046,111.0
乌鲁木齐,2019,2,20,42.0,133.44444444444446,89.0
乌鲁木齐,2019,1,15,43.0,158.5818181818182,87.0
乌鲁木齐,2019,1,13,42.0,214.21052631578948,89.0
上海,2019,1,1,30.0,61.9811320754717,120.0
厦门,2019,6,9,24.0,42.0,117.0
厦门,2018,8,3,25.0,49.46153846153846,118.0
青岛,2019,1,11,36.0,190.57142857142858,119.0
天津,2018,8,22,40.0,36.74285714285714,116.0
济南,2019,1,1,36.0,189.76923076923077,115.0
郑州,2018,8,12,35.0,64.40298507462687,113.0
厦门,2019,1,5,25.0,34.76923076923077,118.0
厦门,2019,6,9,24.0,31.47752808988764,118.0
北京,2019,1,5,38.0,133.45833333333334,115.0
海口,2018,8,3,19.0,25.24390243902439,110.0
天津,2019,2,23,38.0,99.14285714285714,117.0
郑州,2019,1,14,34.0,269.05194805194805,114.0
厦门,2018,8,5,24.0,36.5,117.0
郑州,2019,2,13,33.0,199.34408602150538,113.0
海口,2019,1,25,19.0,47.04255319148936,110.0
成都,2019,2,12,30.0,46.98,103.0
昆明,2019,2,12,24.0,60.795698924731184,102.0
海口,2018,8,20,19.0,28.2,110.0
北京,2019,1,31,39.0,38.273972602739725,117.0
天津,2019,2,1,39.0,104.16304347826087,117.0
北京,2019,1,1,39.0,63.93650793650794,116.0
乌鲁木齐,2019,2,22,43.0,63.52173913043478,87.0
成都,2019,2,5,30.0,143.47863247863248,103.0
济南,2019,2,26,37.0,151.08695652173913,116.0
成都,2019,2,12,31.0,55.15384615384615,104.0
乌鲁木齐,2019,6,10,44.0,42.03333333333333,87.0
乌鲁木齐,2019,6,10,43.0,32.333333333333336,88.0
青岛,2018,8,2,37.0,66.43478260869566,119.0
成都,2018,8,22,31.0,33.5625,103.0
厦门,2018,8,6,24.0,72.8,117.0
郑州,2018,8,2,35.0,79.28260869565217,112.0
乌鲁木齐,2019,2,21,42.0,131.8684210526316,89.0
北京,2019,1,2,38.0,155.42857142857142,117.0
乌鲁木齐,2019,2,3,42.0,123.6875,89.0
北京,2018,8,20,39.0,55.44615384615385,117.0
济南,2018,8,9,35.0,77.88888888888889,115.0
上海,2019,1,15,30.0,120.52307692307693,120.0
呼和浩特,2018,8,24,40.0,51.64473684210526,111.0
上海,2019,1,1,32.0,48.5945945945946,120.0
天津,2019,2,22,40.0,73.59375,116.0
郑州,2018,8,6,33.0,64.45161290322581,113.0
北京,2019,2,1,38.0,98.625,117.0
上海,2018,8,3,31.0,26.836734693877553,121.0
乌鲁木齐,2018,8,8,42.0,63.388888888888886,89.0
昆明,2018,8,1,25.0,46.645161290322584,102.0
上海,2019,1,20,30.0,146.7941176470588,120.0
北京,2019,1,5,39.0,36.13483146067416,117.0
昆明,2019,1,14,25.0,39.02127659574468,103.0
厦门,2018,8,27,24.0,33.77235772357724,118.0
北京,2019,2,20,39.0,110.69142857142857,116.0
厦门,2019,1,27,24.0,75.55714285714286,117.0
天津,2019,2,1,38.0,95.68055555555556,117.0
呼和浩特,2019,2,12,40.0,44.5668449197861,111.0
济南,2018,8,27,36.0,71.8018018018018,116.0
天津,2019,2,3,39.0,113.44827586206897,116.0
昆明,2019,1,23,25.0,47.17777777777778,103.0
青岛,2019,2,28,35.0,99.05970149253731,119.0
成都,2019,1,26,31.0,109.54166666666667,103.0
昆明,2018,8,10,24.0,40.285714285714285,102.0
郑州,2019,1,27,35.0,119.0909090909091,112.0
上海,2019,1,20,32.0,102.4776119402985,120.0
乌鲁木齐,2018,8,14,44.0,38.935483870967744,87.0
昆明,2019,1,25,25.0,52.0,102.0
青岛,2018,8,4,36.0,49.875,119.0
天津,2019,1,13,39.0,276.21830985915494,118.0
青岛,2019,2,2,35.0,132.75,119.0
济南,2019,6,8,37.0,62.083333333333336,116.0
乌鲁木齐,2018,8,5,43.0,36.833333333333336,88.0
乌鲁木齐,2019,2,21,43.0,178.24752475247524,87.0
天津,2019,1,2,39.0,94.02118644067797,117.0
厦门,2019,2,28,25.0,51.827586206896555,119.0
成都,2019,2,15,31.0,36.875,103.0
济南,2019,1,12,36.0,216.3014705882353,116.0
郑州,2019,1,21,34.0,91.86021505376344,114.0
天津,2019,1,2,38.0,127.67307692307692,117.0
成都,2019,1,20,30.0,98.78571428571429,104.0
昆明,2019,1,31,24.0,42.0,102.0
天津,2019,1,15,39.0,61.57142857142857,117.0
北京,2019,2,22,38.0,313.4347826086956,115.0
成都,2019,2,22,31.0,110.58282208588957,104.0
厦门,2019,1,21,25.0,85.36842105263158,119.0
郑州,2019,2,27,34.0,157.5440414507772,113.0
北京,2019,1,2,40.0,49.57954545454545,116.0
厦门,2019,2,4,25.0,77.66666666666667,119.0
北京,2019,1,18,38.0,219.53191489361703,115.0
海口,2019,2,20,19.0,18.916666666666668,110.0
北京,2019,1,27,39.0,124.47826086956522,117.0
厦门,2018,8,8,24.0,55.958333333333336,117.0
北京,2019,2,10,39.0,51.64016736401673,116.0
成都,2018,8,24,30.0,80.60714285714286,104.0
济南,2018,8,16,36.0,33.96875,115.0
乌鲁木齐,2018,8,31,43.0,39.835443037974684,87.0
上海,2018,8,23,31.0,53.16228070175438,121.0
昆明,2018,8,3,25.0,41.14772727272727,102.0
乌鲁木齐,2019,2,10,44.0,179.80645161290323,87.0
郑州,2019,6,10,35.0,64.81751824817518,112.0
呼和浩特,2019,1,24,40.0,76.22543352601156,111.0
成都,2018,8,24,31.0,49.54545454545455,103.0
北京,2019,1,14,38.0,376.0416666666667,115.0
海口,2019,2,4,20.0,25.056338028169016,110.0
天津,2019,1,15,40.0,45.588235294117645,116.0
北京,2019,1,22,39.0,123.12941176470588,117.0
郑州,2019,2,5,35.0,135.3923076923077,112.0
天津,2019,1,23,39.0,71.74803149606299,117.0
济南,2019,2,21,37.0,185.3768115942029,116.0
乌鲁木齐,2019,2,27,42.0,94.41025641025641,89.0
郑州,2019,1,10,34.0,112.25,114.0
上海,2019,2,2,32.0,77.87037037037037,120.0
济南,2018,8,1,36.0,79.41379310344827,115.0
天津,2019,6,9,39.0,63.93478260869565,118.0
济南,2019,1,1,36.0,131.15217391304347,117.0
济南,2019,2,25,36.0,214.00709219858157,116.0
上海,2019,1,12,31.0,63.12658227848101,121.0
昆明,2018,8,20,25.0,67.02631578947368,102.0
青岛,2019,6,10,36.0,52.61946902654867,120.0
郑州,2018,8,30,35.0,92.16666666666667,112.0
乌鲁木齐,2019,2,8,42.0,101.11764705882354,89.0
济南,2018,8,1,36.0,77.3907284768212,117.0
青岛,2018,8,20,35.0,27.185185185185187,119.0
青岛,2019,2,8,35.0,25.095238095238095,120.0
济南,2018,8,25,36.0,77.63793103448276,116.0
乌鲁木齐,2018,8,13,43.0,32.60655737704918,87.0
上海,2019,1,18,32.0,146.7910447761194,120.0
济南,2018,8,25,37.0,78.83333333333333,116.0
昆明,2019,2,24,24.0,51.60504201680672,102.0
北京,2019,2,10,38.0,60.0,117.0
郑州,2019,1,20,34.0,127.77083333333333,114.0
天津,2019,1,8,39.0,33.92035398230089,116.0
北京,2019,1,3,40.0,134.23711340206185,116.0
昆明,2019,2,15,25.0,46.621212121212125,102.0
郑州,2019,1,6,34.0,110.12631578947368,114.0
天津,2019,1,25,39.0,72.6962962962963,118.0
郑州,2019,1,4,33.0,257.5777777777778,113.0
郑州,2018,8,21,35.0,76.55454545454545,113.0
天津,2018,8,9,39.0,47.55118110236221,116.0
济南,2018,8,4,36.0,56.73684210526316,116.0
天津,2019,1,9,40.0,47.6,116.0
乌鲁木齐,2019,1,25,44.0,239.12820512820514,87.0
海口,2018,8,17,20.0,22.45,110.0
乌鲁木齐,2019,2,5,43.0,248.89247311827958,87.0
昆明,2019,2,17,25.0,37.17857142857143,103.0
成都,2018,8,9,30.0,48.58474576271186,104.0
乌鲁木齐,2019,2,4,44.0,148.76666666666668,87.0
上海,2018,8,11,32.0,44.72222222222222,121.0
天津,2019,2,11,39.0,67.21834061135371,116.0
济南,2019,1,2,37.0,174.7741935483871,116.0
昆明,2019,1,26,25.0,57.23529411764706,102.0
郑州,2019,2,23,35.0,241.0076923076923,112.0
乌鲁木齐,2019,2,24,44.0,29.452380952380953,87.0
上海,2019,2,19,31.0,43.79090909090909,120.0
厦门,2019,2,2,25.0,47.94285714285714,119.0
北京,2018,8,3,40.0,85.42105263157895,116.0
天津,2019,1,25,40.0,30.43548387096774,116.0
厦门,2018,8,23,25.0,41.705882352941174,117.0
天津,2018,8,12,39.0,70.0246913580247,116.0
昆明,2018,8,19,25.0,60.21590909090909,102.0
济南,2019,2,16,36.0,70.59154929577464,116.0
上海,2018,8,19,32.0,38.88,120.0
北京,2019,1,19,39.0,74.28947368421052,117.0
青岛,2018,8,9,36.0,56.81782945736434,120.0
乌鲁木齐,2019,2,7,43.0,87.57142857142857,87.0
郑州,2018,8,5,35.0,58.780701754385966,113.0
青岛,2019,1,27,35.0,89.84722222222223,119.0
天津,2018,8,26,40.0,68.16666666666667,116.0
青岛,2018,8,14,36.0,37.845238095238095,120.0
天津,2019,2,5,39.0,175.7824561403509,117.0
乌鲁木齐,2018,8,20,42.0,72.83333333333333,89.0
北京,2018,8,19,38.0,39.55714285714286,115.0
厦门,2018,8,6,25.0,41.166666666666664,118.0
济南,2019,1,18,36.0,127.0375939849624,116.0
青岛,2018,8,6,35.0,32.471698113207545,119.0
北京,2018,8,26,40.0,82.16666666666667,116.0
上海,2019,2,3,32.0,125.3913043478261,120.0
天津,2019,1,14,39.0,244.09848484848484,118.0
济南,2019,2,24,37.0,191.59154929577466,116.0
青岛,2019,2,19,36.0,119.86324786324786,120.0
济南,2019,2,5,36.0,295.59574468085106,115.0
昆明,2019,6,9,25.0,23.04597701149425,102.0
青岛,2019,1,19,35.0,132.33333333333334,120.0
郑州,2019,2,22,35.0,264.3231707317073,113.0
天津,2018,8,16,40.0,32.5,116.0
天津,2018,8,26,38.0,64.0,117.0
厦门,2018,8,10,25.0,50.666666666666664,119.0
天津,2019,1,3,39.0,188.21985815602838,118.0
上海,2018,8,15,32.0,45.90909090909091,120.0
天津,2019,2,17,39.0,25.071428571428573,116.0
天津,2019,2,14,40.0,72.37837837837837,116.0
昆明,2019,1,9,25.0,36.75609756097561,103.0
郑州,2019,1,30,34.0,250.1829268292683,113.0
北京,2019,2,15,38.0,29.5,117.0
青岛,2019,1,7,36.0,148.42414860681114,120.0
郑州,2019,2,23,33.0,204.56701030927834,113.0
天津,2019,2,11,39.0,104.45454545454545,118.0
成都,2018,8,2,30.0,28.02112676056338,104.0
济南,2019,2,8,36.0,64.41176470588235,117.0
济南,2018,8,7,37.0,66.38888888888889,116.0
济南,2018,8,20,37.0,29.076923076923077,116.0
厦门,2018,8,31,24.0,20.387978142076502,118.0
郑州,2019,2,17,35.0,179.3394495412844,113.0
济南,2019,1,20,37.0,78.98387096774194,116.0
青岛,2019,1,23,36.0,140.5767918088737,120.0
呼和浩特,2019,2,22,40.0,96.94350282485875,111.0
成都,2019,1,18,30.0,93.07692307692308,103.0
济南,2019,2,10,36.0,63.04347826086956,115.0
天津,2019,1,4,39.0,121.12765957446808,118.0
青岛,2019,1,21,36.0,78.16822429906541,120.0
成都,2018,8,19,30.0,48.60526315789474,103.0
北京,2019,2,24,39.0,222.8148148148148,117.0
郑州,2019,1,17,34.0,75.72052401746726,113.0
青岛,2019,2,18,35.0,49.359375,119.0
郑州,2018,8,15,34.0,41.19444444444444,114.0
昆明,2019,2,14,24.0,71.8,102.0
青岛,2019,2,12,35.0,124.86363636363636,120.0
郑州,2019,2,9,33.0,85.15384615384616,113.0
郑州,2018,8,4,34.0,83.25,114.0
天津,2018,8,9,39.0,45.810526315789474,118.0
北京,2019,1,20,38.0,95.85416666666667,115.0
成都,2018,8,5,30.0,42.05,103.0
呼和浩特,2018,8,21,41.0,53.1764705882353,111.0
天津,2018,8,8,38.0,60.166666666666664,117.0
乌鲁木齐,2018,8,4,43.0,40.857142857142854,88.0
乌鲁木齐,2018,8,24,44.0,62.84615384615385,87.0
北京,2019,1,25,38.0,50.47826086956522,117.0
济南,2019,2,21,36.0,144.83732057416267,117.0
乌鲁木齐,2018,8,6,43.0,77.9076923076923,87.0
成都,2019,2,21,31.0,44.72727272727273,103.0
昆明,2019,1,22,24.0,39.52127659574468,102.0
昆明,2019,6,8,25.0,26.35632183908046,102.0
上海,2018,8,26,31.0,26.627906976744185,120.0
成都,2018,8,1,31.0,34.45569620253165,104.0
呼和浩特,2019,2,2,40.0,127.21354166666667,111.0
厦门,2018,8,15,24.0,36.333333333333336,117.0
北京,2019,2,23,39.0,149.0909090909091,117.0
郑州,2019,2,8,35.0,64.86111111111111,113.0
天津,2018,8,19,40.0,34.82857142857143,116.0
北京,2018,8,14,39.0,32.1953125,116.0
海口,2018,8,15,20.0,22.32758620689655,110.0
天津,2019,2,10,39.0,50.54077253218884,117.0
厦门,2018,8,16,25.0,39.4,117.0
青岛,2018,8,17,37.0,44.714285714285715,119.0
济南,2018,8,18,36.0,47.51094890510949,117.0
呼和浩特,2019,1,3,40.0,127.45054945054945,111.0
北京,2019,2,25,39.0,81.76795580110497,116.0
天津,2018,8,17,38.0,50.666666666666664,117.0
北京,2019,2,13,39.0,64.1375,117.0
济南,2019,1,5,36.0,89.75196850393701,117.0
乌鲁木齐,2019,2,6,44.0,128.2258064516129,87.0
青岛,2019,2,12,37.0,114.91666666666667,119.0
成都,2018,8,20,30.0,80.22,104.0
昆明,2019,1,7,24.0,44.166666666666664,102.0
郑州,2019,2,21,35.0,182.21212121212122,112.0
厦门,2019,2,5,24.0,88.08510638297872,117.0
青岛,2018,8,15,37.0,28.0,119.0
海口,2018,8,22,20.0,30.823529411764707,110.0
成都,2019,2,18,31.0,16.333333333333332,103.0
郑州,2019,1,22,34.0,58.99601593625498,113.0
青岛,2019,1,8,35.0,108.27659574468085,120.0
天津,2019,2,6,39.0,78.3146551724138,116.0
成都,2019,1,25,30.0,151.98340248962654,104.0
上海,2019,1,16,30.0,59.16129032258065,120.0
昆明,2018,8,1,25.0,53.951219512195124,103.0
济南,2019,2,1,36.0,98.83333333333333,117.0
青岛,2018,8,3,35.0,41.19047619047619,120.0
乌鲁木齐,2019,2,8,43.0,84.75675675675676,87.0
昆明,2018,8,12,25.0,55.31578947368421,102.0
昆明,2018,8,2,24.0,23.918367346938776,102.0
昆明,2018,8,8,24.0,30.64516129032258,102.0
北京,2019,2,28,40.0,82.26086956521739,116.0
郑州,2019,6,9,34.0,81.91666666666667,114.0
北京,2019,1,15,39.0,63.453125,117.0
乌鲁木齐,2019,6,8,44.0,42.8421052631579,87.0
北京,2019,1,29,39.0,129.7912087912088,117.0
郑州,2018,8,14,35.0,60.80909090909091,112.0
青岛,2019,1,2,35.0,160.70491803278688,119.0
厦门,2018,8,18,25.0,32.90909090909091,118.0
天津,2019,1,29,39.0,141.3551401869159,116.0
成都,2019,6,10,30.0,43.27439024390244,104.0
上海,2019,2,17,32.0,39.357142857142854,120.0
青岛,2019,1,19,36.0,141.20606060606062,120.0
成都,2019,2,13,30.0,78.71138211382114,104.0
北京,2018,8,12,39.0,70.0246913580247,116.0
青岛,2018,8,1,35.0,47.166666666666664,120.0
昆明,2019,1,17,25.0,56.373493975903614,102.0
济南,2019,2,3,36.0,176.3913043478261,115.0
海口,2019,1,3,20.0,32.666666666666664,110.0
郑州,2019,2,5,34.0,251.07865168539325,114.0
厦门,2019,1,13,24.0,63.25,117.0
青岛,2019,2,19,35.0,98.92,120.0
成都,2018,8,8,30.0,47.4375,104.0
天津,2018,8,6,40.0,48.52777777777778,116.0
北京,2019,2,14,38.0,78.92857142857143,115.0
青岛,2019,1,27,36.0,90.30434782608695,119.0
海口,2019,2,23,19.0,23.708333333333332,110.0
郑州,2018,8,11,35.0,62.96396396396396,112.0
成都,2018,8,10,31.0,35.18181818181818,103.0
北京,2018,8,13,39.0,83.47692307692307,117.0
济南,2018,8,16,36.0,36.80909090909091,116.0
海口,2019,2,7,19.0,21.48936170212766,110.0
乌鲁木齐,2018,8,5,44.0,61.57142857142857,87.0
济南,2019,6,9,36.0,64.98360655737704,117.0
厦门,2019,1,14,25.0,26.470588235294116,118.0
乌鲁木齐,2019,1,28,42.0,155.20833333333334,89.0
厦门,2019,2,21,25.0,22.36842105263158,119.0
成都,2019,1,31,31.0,92.19540229885058,104.0
乌鲁木齐,2019,2,20,44.0,173.53846153846155,87.0
天津,2019,2,11,39.0,123.152466367713,117.0
乌鲁木齐,2018,8,27,43.0,50.68115942028985,87.0
天津,2018,8,5,38.0,57.44186046511628,117.0
济南,2019,1,4,36.0,247.02083333333334,115.0
厦门,2019,2,9,24.0,40.90163934426229,117.0
成都,2019,1,17,30.0,95.75213675213675,103.0
乌鲁木齐,2019,1,8,42.0,308.3333333333333,89.0
厦门,2019,1,15,25.0,36.5,118.0
青岛,2019,2,21,35.0,203.96296296296296,120.0
成都,2019,1,13,30.0,91.09345794392523,103.0
海口,2019,1,26,20.0,59.34848484848485,110.0
成都,2019,2,6,31.0,67.70833333333333,103.0
青岛,2018,8,19,36.0,18.833333333333332,119.0
北京,2018,8,3,38.0,81.10416666666667,115.0
乌鲁木齐,2019,2,27,43.0,130.65822784810126,87.0
成都,2019,2,10,30.0,39.21818181818182,103.0
厦门,2019,1,16,25.0,22.166666666666668,119.0
乌鲁木齐,2019,2,13,42.0,119.47916666666667,89.0
昆明,2019,2,14,25.0,88.45283018867924,102.0
呼和浩特,2019,6,8,41.0,39.52173913043478,111.0
厦门,2018,8,10,25.0,36.333333333333336,118.0
济南,2018,8,27,37.0,63.64705882352941,116.0
乌鲁木齐,2018,8,10,42.0,52.73684210526316,89.0
济南,2018,8,8,35.0,53.31578947368421,115.0
北京,2019,2,3,39.0,113.3984375,116.0
乌鲁木齐,2018,8,17,44.0,90.41666666666667,87.0
厦门,2019,2,6,24.0,76.23529411764706,117.0
济南,2019,1,3,36.0,223.33187772925766,117.0
北京,2018,8,15,40.0,29.585714285714285,116.0
海口,2018,8,18,19.0,20.733333333333334,110.0
天津,2019,2,25,39.0,77.06293706293707,118.0
乌鲁木齐,2019,2,14,44.0,86.4375,87.0
天津,2019,1,12,39.0,301.5769230769231,116.0
天津,2018,8,7,39.0,55.26373626373626,118.0
天津,2019,1,27,40.0,83.63888888888889,116.0
上海,2019,1,2,31.0,110.24916943521595,120.0
厦门,2019,1,9,24.0,42.0,117.0
北京,2019,1,6,39.0,91.80888888888889,116.0
济南,2018,8,6,36.0,68.8695652173913,115.0
成都,2019,1,1,30.0,71.76923076923077,103.0
昆明,2019,2,13,25.0,60.2972972972973,103.0
北京,2019,2,6,40.0,87.44166666666666,116.0
郑州,2019,1,26,35.0,91.43511450381679,112.0
天津,2019,2,6,39.0,67.03649635036497,118.0
乌鲁木齐,2019,2,8,44.0,86.71875,87.0
济南,2019,2,1,37.0,110.40625,116.0
济南,2019,2,22,37.0,221.768115942029,116.0
北京,2019,1,31,40.0,22.543478260869566,116.0
厦门,2018,8,4,24.0,57.0958904109589,118.0
北京,2019,2,16,39.0,25.750972762645915,116.0
上海,2019,1,15,31.0,167.62121212121212,120.0
海口,2019,1,8,20.0,47.68571428571428,110.0
郑州,2018,8,25,33.0,83.58461538461539,113.0
青岛,2018,8,25,36.0,43.56,120.0
昆明,2019,2,25,25.0,58.98850574712644,102.0
郑州,2019,2,19,33.0,149.3095238095238,113.0
昆明,2019,2,22,24.0,52.477064220183486,102.0
郑州,2019,6,9,33.0,81.16176470588235,113.0
济南,2019,2,1,36.0,91.93617021276596,116.0
郑州,2018,8,18,35.0,55.0948275862069,112.0
天津,2019,2,21,39.0,182.03361344537817,116.0
济南,2018,8,17,36.0,36.5,115.0
济南,2018,8,21,37.0,62.53333333333333,116.0
天津,2019,1,30,39.0,81.61061946902655,116.0
天津,2018,8,31,39.0,42.93449781659389,116.0
上海,2018,8,3,31.0,28.669642857142858,120.0
乌鲁木齐,2018,8,21,43.0,67.91666666666667,88.0
济南,2018,8,4,35.0,48.5,115.0
青岛,2019,2,22,35.0,172.68085106382978,120.0
厦门,2018,8,14,24.0,27.79310344827586,117.0
昆明,2019,1,7,25.0,41.808510638297875,103.0
厦门,2018,8,3,24.0,49.43888888888889,118.0
乌鲁木齐,2018,8,22,43.0,49.21518987341772,87.0
济南,2019,2,7,37.0,51.0,116.0
乌鲁木齐,2019,1,20,42.0,152.20833333333334,89.0
上海,2018,8,9,31.0,43.11392405063291,121.0
天津,2019,2,15,39.0,33.73684210526316,117.0
乌鲁木齐,2019,1,27,43.0,141.3968253968254,87.0
乌鲁木齐,2018,8,16,43.0,38.705882352941174,88.0
厦门,2019,2,25,24.0,56.370370370370374,117.0
郑州,2019,2,15,35.0,154.15254237288136,113.0
乌鲁木齐,2018,8,28,42.0,63.833333333333336,89.0
乌鲁木齐,2018,8,11,44.0,64.28571428571429,87.0
乌鲁木齐,2019,1,26,44.0,204.33333333333334,87.0
