city,year,month,day,avg(la),avg(AQI),avg(lo)
天津,2019,2,4,39.0,92.85,116.0
成都,2019,2,26,31.0,39.375,103.0
郑州,2019,2,19,34.0,195.91176470588235,114.0
天津,2018,8,14,39.0,36.632183908045974,118.0
乌鲁木齐,2019,1,30,44.0,91.29629629629629,87.0
郑州,2019,1,1,34.0,197.97752808988764,114.0
上海,2019,1,21,30.0,64.375,120.0
厦门,2019,2,17,24.0,21.1340206185567,118.0
厦门,2019,1,28,25.0,40.625,119.0
上海,2019,1,25,31.0,72.54237288135593,120.0
济南,2019,2,3,37.0,193.81967213114754,116.0
青岛,2019,2,7,37.0,33.30434782608695,119.0
济南,2019,2,26,36.0,220.58333333333334,115.0
上海,2019,1,26,31.0,45.13800904977376,120.0
乌鲁木齐,2019,6,8,42.0,59.904761904761905,89.0
北京,2019,1,17,39.0,132.31578947368422,117.0
济南,2019,1,3,36.0,223.27272727272728,116.0
呼和浩特,2019,1,27,40.0,81.85474860335195,111.0
成都,2019,1,8,31.0,102.70857142857143,104.0
郑州,2018,8,14,34.0,50.97315436241611,113.0
海口,2019,6,8,20.0,22.4,110.0
济南,2018,8,30,36.0,36.5,115.0
上海,2019,1,27,30.0,49.94444444444444,120.0
天津,2019,1,19,38.0,128.14084507042253,117.0
厦门,2019,1,24,24.0,94.69014084507042,117.0
海口,2019,2,22,20.0,32.77272727272727,110.0
郑州,2019,1,29,34.0,226.50462962962962,113.0
郑州,2019,1,23,33.0,91.60416666666667,113.0
呼和浩特,2019,1,22,40.0,100.24550898203593,111.0
青岛,2019,2,15,37.0,43.81818181818182,119.0
济南,2018,8,13,35.0,38.21052631578947,115.0
成都,2019,1,3,30.0,98.05490196078432,104.0
厦门,2019,1,10,24.0,37.28787878787879,118.0
厦门,2019,1,20,24.0,91.74603174603175,117.0
厦门,2019,2,7,24.0,52.148148148148145,118.0
厦门,2019,2,28,25.0,55.416666666666664,118.0
天津,2018,8,22,38.0,66.1896551724138,117.0
青岛,2018,8,14,36.0,31.666666666666668,119.0
厦门,2019,1,14,24.0,42.217948717948715,118.0
天津,2019,2,18,39.0,93.10218978102189,118.0
呼和浩特,2018,8,24,41.0,44.81818181818182,111.0
青岛,2019,1,23,37.0,109.54166666666667,119.0
天津,2019,2,20,38.0,236.8846153846154,117.0
天津,2019,2,11,40.0,52.63380281690141,116.0
成都,2019,1,23,30.0,124.11607142857143,104.0
青岛,2018,8,27,35.0,32.910714285714285,119.0
北京,2019,6,8,38.0,71.23958333333333,115.0
济南,2019,1,31,36.0,61.44274809160305,116.0
北京,2019,2,23,38.0,277.9375,115.0
郑州,2018,8,18,35.0,49.25423728813559,113.0
天津,2018,8,24,39.0,69.37614678899082,117.0
北京,2019,2,18,39.0,125.34693877551021,117.0
成都,2018,8,12,31.0,37.30769230769231,103.0
乌鲁木齐,2018,8,18,44.0,83.54545454545455,87.0
北京,2018,8,2,38.0,90.2159090909091,115.0
青岛,2019,1,5,36.0,70.22222222222223,119.0
青岛,2019,1,29,37.0,70.875,119.0
北京,2019,1,11,38.0,305.5,115.0
郑州,2018,8,13,34.0,51.885714285714286,114.0
乌鲁木齐,2019,1,11,42.0,223.14285714285714,89.0
上海,2019,1,24,31.0,132.91351351351352,121.0
成都,2019,6,8,31.0,25.416666666666668,103.0
郑州,2019,2,25,34.0,240.5736040609137,113.0
郑州,2018,8,15,35.0,54.89344262295082,113.0
济南,2019,2,18,36.0,82.70542635658914,116.0
郑州,2019,2,12,35.0,134.80645161290323,112.0
呼和浩特,2018,8,19,41.0,48.94736842105263,111.0
上海,2019,1,14,31.0,97.38020833333333,121.0
天津,2019,2,27,39.0,108.0,116.0
郑州,2019,2,10,34.0,61.83050847457627,113.0
乌鲁木齐,2018,8,8,43.0,39.333333333333336,88.0
青岛,2018,8,28,37.0,41.833333333333336,119.0
郑州,2019,1,21,35.0,67.96335078534031,113.0
乌鲁木齐,2019,1,28,44.0,114.32558139534883,87.0
青岛,2019,2,7,36.0,41.15909090909091,119.0
济南,2018,8,27,36.0,85.62962962962963,115.0
天津,2018,8,2,40.0,91.8157894736842,116.0
济南,2019,2,14,36.0,89.08333333333333,115.0
郑州,2018,8,27,33.0,84.09836065573771,113.0
昆明,2019,1,10,25.0,39.87692307692308,102.0
厦门,2018,8,25,25.0,22.363636363636363,118.0
北京,2019,1,17,38.0,148.7111111111111,115.0
成都,2019,2,9,31.0,59.24083769633508,104.0
天津,2019,2,17,39.0,25.196969696969695,117.0
郑州,2019,1,1,35.0,149.59375,113.0
成都,2019,2,22,30.0,95.09433962264151,103.0
北京,2018,8,20,39.0,47.764367816091955,116.0
上海,2019,1,6,32.0,30.439393939393938,120.0
乌鲁木齐,2019,1,3,42.0,470.7659574468085,89.0
北京,2018,8,8,39.0,48.0,117.0
厦门,2019,6,9,25.0,26.2,117.0
成都,2019,2,20,31.0,55.95652173913044,103.0
昆明,2018,8,30,25.0,35.5,103.0
北京,2018,8,24,39.0,41.764150943396224,116.0
郑州,2019,1,11,34.0,246.0,114.0
厦门,2019,2,10,25.0,21.107142857142858,119.0
青岛,2018,8,20,37.0,27.457142857142856,119.0
海口,2018,8,1,19.0,27.61904761904762,110.0
郑州,2019,1,25,35.0,121.19680851063829,113.0
成都,2019,1,7,31.0,42.25,103.0
成都,2018,8,21,30.0,74.8256880733945,104.0
海口,2019,1,10,20.0,44.81481481481482,110.0
天津,2018,8,19,38.0,44.214285714285715,117.0
上海,2019,1,31,31.0,35.77272727272727,120.0
昆明,2019,1,28,24.0,39.524752475247524,102.0
济南,2018,8,11,35.0,68.36842105263158,115.0
济南,2019,2,8,36.0,67.7080291970803,116.0
上海,2019,2,22,31.0,83.5,120.0
昆明,2018,8,20,24.0,51.241379310344826,102.0
成都,2018,8,8,31.0,35.84615384615385,103.0
天津,2019,1,2,39.0,95.11111111111111,116.0
天津,2018,8,5,40.0,55.23529411764706,116.0
济南,2018,8,23,36.0,70.3030303030303,117.0
呼和浩特,2019,1,20,40.0,43.36612021857923,111.0
青岛,2018,8,6,36.0,34.2906976744186,120.0
郑州,2018,8,15,34.0,48.46923076923077,113.0
北京,2018,8,26,38.0,57.888888888888886,115.0
青岛,2018,8,19,36.0,30.211469534050178,120.0
济南,2019,1,13,36.0,317.81496062992125,117.0
济南,2019,6,8,36.0,75.03896103896103,116.0
上海,2019,1,8,31.0,78.2125,121.0
昆明,2019,1,27,25.0,46.17391304347826,103.0
天津,2019,1,1,38.0,88.89655172413794,117.0
青岛,2019,2,16,35.0,36.417910447761194,119.0
北京,2018,8,13,39.0,76.66363636363636,116.0
成都,2019,1,29,30.0,101.1078431372549,103.0
北京,2018,8,14,39.0,44.12820512820513,117.0
郑州,2019,2,8,34.0,57.23770491803279,113.0
上海,2019,1,10,30.0,38.35294117647059,120.0
厦门,2019,2,21,24.0,34.833333333333336,118.0
北京,2019,2,26,38.0,51.75,117.0
上海,2019,1,13,30.0,88.34722222222223,120.0
济南,2019,2,11,36.0,115.44642857142857,117.0
郑州,2019,2,27,34.0,118.9041095890411,114.0
天津,2019,1,4,39.0,54.55458515283843,116.0
上海,2018,8,28,30.0,20.166666666666668,120.0
青岛,2019,2,6,36.0,116.65217391304348,119.0
乌鲁木齐,2019,2,25,42.0,74.73170731707317,89.0
成都,2019,6,10,31.0,67.77777777777777,103.0
郑州,2019,1,25,34.0,121.81428571428572,114.0
上海,2019,1,9,30.0,51.25714285714286,120.0
厦门,2018,8,15,25.0,12.857142857142858,118.0
郑州,2019,1,27,34.0,120.89686098654708,113.0
青岛,2018,8,22,36.0,56.705882352941174,119.0
济南,2019,1,17,36.0,95.46808510638297,116.0
上海,2019,2,3,30.0,99.35483870967742,120.0
海口,2019,1,12,19.0,27.5625,110.0
青岛,2019,1,18,35.0,142.3661971830986,119.0
呼和浩特,2019,2,17,40.0,41.28089887640449,111.0
成都,2018,8,11,30.0,38.473684210526315,103.0
上海,2018,8,6,31.0,54.91732283464567,120.0
天津,2018,8,19,39.0,43.94230769230769,116.0
昆明,2019,1,21,25.0,53.21739130434783,102.0
北京,2019,1,10,40.0,83.46428571428571,116.0
海口,2019,1,15,19.0,39.97435897435897,110.0
青岛,2018,8,10,36.0,58.025735294117645,120.0
上海,2019,2,6,31.0,93.24647887323944,120.0
昆明,2019,2,21,25.0,46.19101123595506,102.0
天津,2019,1,20,40.0,33.05882352941177,116.0
成都,2019,1,28,30.0,70.66371681415929,103.0
上海,2019,1,8,30.0,72.15942028985508,120.0
郑州,2019,1,13,33.0,208.97701149425288,113.0
海口,2019,2,12,20.0,29.309859154929576,110.0
上海,2019,2,15,30.0,25.444444444444443,120.0
上海,2018,8,16,32.0,40.6,120.0
北京,2019,1,19,40.0,33.08403361344538,116.0
青岛,2019,1,24,35.0,87.91428571428571,120.0
济南,2018,8,31,37.0,53.56060606060606,116.0
呼和浩特,2018,8,11,40.0,38.94047619047619,111.0
北京,2019,2,8,40.0,38.80909090909091,116.0
上海,2019,1,28,32.0,93.85714285714286,120.0
上海,2019,2,7,31.0,57.80434782608695,120.0
郑州,2018,8,21,35.0,90.1010101010101,112.0
天津,2019,2,20,39.0,129.58441558441558,117.0
昆明,2019,2,27,25.0,34.675,102.0
成都,2018,8,10,30.0,36.5,103.0
昆明,2019,1,5,25.0,52.170212765957444,102.0
济南,2019,2,5,36.0,179.4265734265734,116.0
北京,2018,8,4,38.0,99.54054054054055,115.0
成都,2019,1,27,30.0,101.27731092436974,103.0
郑州,2019,2,23,34.0,220.6271186440678,114.0
济南,2018,8,27,36.0,68.44117647058823,117.0
济南,2019,2,28,36.0,152.760162601626,117.0
青岛,2018,8,2,36.0,57.212025316455694,120.0
北京,2019,2,6,38.0,94.72916666666667,115.0
济南,2018,8,31,36.0,37.715328467153284,116.0
天津,2019,6,8,38.0,78.1470588235294,117.0
昆明,2018,8,7,25.0,49.2027027027027,102.0
厦门,2018,8,9,24.0,35.63779527559055,118.0
昆明,2018,8,18,25.0,46.10126582278481,102.0
海口,2018,8,9,19.0,22.513513513513512,110.0
呼和浩特,2019,2,8,40.0,45.644067796610166,111.0
青岛,2019,1,4,35.0,211.6341463414634,120.0
乌鲁木齐,2019,2,1,42.0,114.82352941176471,89.0
乌鲁木齐,2018,8,2,44.0,95.45454545454545,87.0
海口,2019,2,6,19.0,22.477272727272727,110.0
北京,2019,2,16,40.0,23.695652173913043,116.0
上海,2019,2,3,31.0,76.675,121.0
厦门,2019,2,4,24.0,51.32335329341317,118.0
上海,2018,8,26,32.0,43.09090909090909,120.0
北京,2019,1,1,40.0,43.02272727272727,116.0
济南,2018,8,13,36.0,48.24647887323944,117.0
上海,2018,8,22,32.0,32.75409836065574,120.0
北京,2019,1,23,39.0,50.873873873873876,116.0
成都,2018,8,15,31.0,60.625,103.0
乌鲁木齐,2018,8,18,43.0,51.1,88.0
昆明,2019,1,28,25.0,44.744680851063826,103.0
青岛,2019,2,25,36.0,84.30952380952381,119.0
青岛,2018,8,11,37.0,40.108108108108105,119.0
呼和浩特,2018,8,28,41.0,63.333333333333336,111.0
上海,2019,1,3,31.0,72.30084745762711,121.0
青岛,2018,8,6,37.0,51.05555555555556,119.0
郑州,2019,2,14,35.0,117.59375,113.0
济南,2018,8,8,36.0,71.0,117.0
郑州,2019,1,22,34.0,64.8780487804878,114.0
昆明,2018,8,5,24.0,18.135135135135137,102.0
天津,2019,2,18,40.0,28.88679245283019,116.0
海口,2018,8,27,20.0,39.73684210526316,110.0
天津,2019,2,22,39.0,239.42635658914728,118.0
天津,2019,2,22,39.0,229.4607843137255,116.0
昆明,2019,1,30,24.0,36.708333333333336,102.0
北京,2019,1,26,38.0,136.64583333333334,115.0
郑州,2019,2,12,35.0,170.4866310160428,113.0
厦门,2018,8,25,25.0,27.77777777777778,117.0
北京,2018,8,3,39.0,87.3763440860215,117.0
上海,2019,1,25,31.0,48.152466367713004,121.0
海口,2018,8,5,20.0,25.08695652173913,110.0
郑州,2019,2,22,35.0,231.53125,112.0
厦门,2019,1,23,24.0,94.44615384615385,117.0
呼和浩特,2019,1,21,40.0,70.09615384615384,111.0
北京,2019,1,5,40.0,30.602150537634408,116.0
上海,2019,2,20,31.0,90.50261780104712,120.0
厦门,2019,1,5,24.0,47.48251748251748,118.0
郑州,2019,1,13,34.0,174.2716049382716,114.0
厦门,2019,2,6,25.0,63.75,118.0
天津,2019,2,22,39.0,300.04545454545456,117.0
青岛,2019,1,27,35.0,78.38095238095238,120.0
乌鲁木齐,2019,1,18,42.0,149.9318181818182,89.0
济南,2019,2,25,36.0,210.46511627906978,117.0
济南,2019,1,28,36.0,88.65116279069767,116.0
海口,2019,1,11,19.0,38.904761904761905,110.0
天津,2019,1,26,39.0,44.65185185185185,117.0
郑州,2019,6,10,34.0,66.82157676348548,113.0
青岛,2018,8,3,36.0,65.26086956521739,119.0
成都,2019,1,2,30.0,74.62727272727273,103.0
郑州,2019,2,25,35.0,239.78362573099415,113.0
郑州,2018,8,11,35.0,71.98496240601504,113.0
天津,2019,2,27,40.0,118.19354838709677,116.0
成都,2018,8,21,30.0,51.27272727272727,103.0
成都,2019,2,18,31.0,36.12849162011173,104.0
昆明,2019,2,3,24.0,36.861702127659576,102.0
郑州,2019,2,4,35.0,72.27536231884058,112.0
乌鲁木齐,2018,8,10,43.0,57.146341463414636,87.0
呼和浩特,2018,8,20,41.0,47.578947368421055,111.0
昆明,2019,2,15,24.0,48.81318681318681,102.0
郑州,2019,2,18,33.0,106.57333333333334,113.0
郑州,2019,2,19,34.0,152.6153846153846,113.0
天津,2019,2,2,39.0,146.81220657276995,116.0
厦门,2019,2,8,24.0,37.38181818181818,117.0
厦门,2019,2,21,25.0,35.285714285714285,118.0
天津,2018,8,23,39.0,53.74074074074074,116.0
成都,2019,1,12,30.0,92.74311926605505,103.0
北京,2019,2,22,39.0,338.2631578947368,117.0
上海,2019,1,14,32.0,121.76811594202898,120.0
上海,2018,8,12,32.0,36.90625,120.0
天津,2019,1,6,38.0,78.52542372881356,117.0
青岛,2019,1,6,37.0,50.875,119.0
厦门,2019,2,26,24.0,40.68108108108108,118.0
上海,2019,2,27,32.0,39.28169014084507,120.0
海口,2019,1,1,19.0,33.325581395348834,110.0
青岛,2019,1,26,37.0,37.93333333333333,119.0
青岛,2019,1,1,37.0,88.38297872340425,119.0
济南,2019,2,13,36.0,87.95555555555555,115.0
青岛,2019,2,23,37.0,119.81818181818181,119.0
天津,2019,2,5,38.0,150.22535211267606,117.0
济南,2019,1,15,36.0,168.43589743589743,115.0
上海,2018,8,6,30.0,62.0,120.0
成都,2018,8,6,30.0,39.58064516129032,103.0
北京,2018,8,26,39.0,64.41666666666667,117.0
济南,2018,8,18,35.0,26.555555555555557,115.0
郑州,2018,8,19,33.0,26.295454545454547,113.0
济南,2019,1,19,36.0,165.5,116.0
海口,2019,1,7,20.0,43.19718309859155,110.0
成都,2018,8,17,30.0,32.111111111111114,103.0
郑州,2019,1,25,33.0,146.75454545454545,113.0
厦门,2019,1,19,25.0,49.38636363636363,119.0
乌鲁木齐,2019,2,3,44.0,77.64516129032258,87.0
济南,2018,8,21,36.0,70.84615384615384,116.0
北京,2019,1,11,39.0,275.6078431372549,117.0
天津,2018,8,24,40.0,28.789473684210527,116.0
成都,2018,8,28,30.0,76.47619047619048,104.0
郑州,2019,1,21,35.0,52.197080291970806,112.0
北京,2019,6,9,38.0,41.45454545454545,115.0
北京,2019,1,3,39.0,171.34562211981566,116.0
天津,2019,1,5,39.0,65.77777777777777,118.0
乌鲁木齐,2019,1,15,42.0,176.7173913043478,89.0
天津,2018,8,2,39.0,90.41176470588235,118.0
厦门,2019,2,25,24.0,33.3855421686747,118.0
北京,2018,8,22,39.0,68.85,117.0
厦门,2019,1,19,24.0,58.16230366492147,118.0
郑州,2018,8,6,34.0,62.9,114.0
北京,2018,8,16,40.0,32.77215189873418,116.0
乌鲁木齐,2019,1,24,42.0,158.6590909090909,89.0
济南,2019,1,13,36.0,283.6857142857143,116.0
海口,2019,2,21,19.0,20.608695652173914,110.0
昆明,2019,1,11,25.0,37.07692307692308,103.0
济南,2018,8,12,36.0,81.05555555555556,115.0
厦门,2018,8,21,24.0,27.923076923076923,118.0
天津,2019,1,19,40.0,32.05555555555556,116.0
成都,2019,2,5,31.0,63.5,103.0
厦门,2018,8,17,24.0,48.84782608695652,118.0
海口,2019,1,29,20.0,31.942028985507246,110.0
青岛,2019,1,20,36.0,58.472727272727276,120.0
北京,2019,1,12,39.0,291.3333333333333,117.0
呼和浩特,2018,8,9,40.0,45.9010989010989,111.0
北京,2018,8,23,40.0,35.43283582089552,116.0
郑州,2018,8,7,35.0,68.36111111111111,112.0
成都,2019,2,17,30.0,53.28358208955224,103.0
济南,2018,8,19,36.0,15.91139240506329,116.0
海口,2018,8,30,20.0,22.833333333333332,110.0
海口,2019,2,15,20.0,27.276923076923076,110.0
青岛,2019,1,28,36.0,88.49367088607595,120.0
天津,2019,6,9,39.0,77.62199312714776,117.0
青岛,2019,2,26,37.0,57.53333333333333,119.0
天津,2019,2,20,39.0,113.83233532934132,116.0
郑州,2019,1,24,34.0,183.98360655737704,114.0
天津,2018,8,15,40.0,30.86111111111111,116.0
郑州,2019,6,9,35.0,100.22962962962963,112.0
天津,2019,1,15,39.0,72.40517241379311,118.0
天津,2019,2,8,38.0,42.50819672131148,117.0
海口,2018,8,27,19.0,34.5,110.0
北京,2019,2,8,39.0,45.19318181818182,117.0
郑州,2019,2,22,34.0,248.45348837209303,113.0
上海,2018,8,23,32.0,54.8125,121.0
昆明,2019,2,28,25.0,33.46268656716418,102.0
成都,2018,8,15,30.0,53.13636363636363,103.0
青岛,2018,8,2,35.0,42.7125,119.0
上海,2018,8,8,32.0,46.42,120.0
昆明,2018,8,31,25.0,32.96521739130435,102.0
上海,2019,1,23,31.0,139.53141361256544,120.0
青岛,2019,1,26,35.0,65.67924528301887,119.0
乌鲁木齐,2019,1,10,42.0,240.04347826086956,89.0
北京,2018,8,7,39.0,62.236363636363635,117.0
天津,2019,2,28,39.0,195.5373831775701,117.0
厦门,2019,2,14,24.0,39.11666666666667,117.0
济南,2019,2,7,36.0,60.91633466135458,117.0
昆明,2018,8,23,25.0,55.97222222222222,103.0
济南,2019,1,8,36.0,106.79464285714286,117.0
郑州,2019,1,26,33.0,84.70338983050847,113.0
呼和浩特,2019,1,6,40.0,110.30232558139535,111.0
郑州,2019,2,3,35.0,143.4607329842932,113.0
济南,2019,1,29,37.0,157.92857142857142,116.0
郑州,2019,1,2,34.0,201.50248756218906,113.0
郑州,2019,2,25,33.0,183.54455445544554,113.0
昆明,2019,1,13,24.0,32.19266055045872,102.0
北京,2018,8,5,39.0,60.3968253968254,117.0
乌鲁木齐,2019,2,6,43.0,225.82828282828282,87.0
郑州,2019,1,3,35.0,200.81415929203538,112.0
济南,2018,8,7,36.0,73.75806451612904,117.0
天津,2018,8,9,39.0,59.38333333333333,117.0
海口,2019,1,28,19.0,40.851063829787236,110.0
济南,2018,8,22,36.0,92.76470588235294,115.0
天津,2019,2,23,39.0,135.24305555555554,118.0
青岛,2018,8,24,36.0,57.125,119.0
天津,2018,8,7,39.0,63.18181818181818,116.0
济南,2018,8,9,36.0,96.9296875,117.0
济南,2019,6,9,37.0,60.63157894736842,116.0
天津,2019,2,12,38.0,75.76,117.0
乌鲁木齐,2019,2,12,42.0,106.1086956521739,89.0
郑州,2018,8,10,34.0,62.3921568627451,113.0
郑州,2018,8,31,34.0,51.39325842696629,114.0
昆明,2019,1,3,24.0,23.197802197802197,102.0
青岛,2019,2,20,35.0,242.2962962962963,120.0
天津,2019,2,7,39.0,48.7463768115942,118.0
天津,2019,2,14,39.0,34.30285714285714,117.0
郑州,2019,1,18,34.0,165.8586956521739,114.0
厦门,2019,2,3,24.0,62.20289855072464,117.0
成都,2019,2,10,30.0,43.09134615384615,104.0
郑州,2018,8,3,35.0,101.92753623188406,112.0
青岛,2019,2,28,37.0,187.08695652173913,119.0
北京,2019,1,4,38.0,165.35416666666666,115.0
济南,2019,2,23,36.0,172.1811023622047,117.0
乌鲁木齐,2018,8,5,42.0,51.3125,89.0
乌鲁木齐,2019,2,6,42.0,140.1875,89.0
北京,2018,8,11,39.0,69.2919708029197,116.0
郑州,2019,2,7,34.0,81.68181818181819,114.0
昆明,2019,6,10,25.0,40.67391304347826,103.0
北京,2019,1,8,38.0,43.4375,117.0
海口,2019,1,5,19.0,35.73809523809524,110.0
青岛,2018,8,31,36.0,20.934782608695652,119.0
厦门,2019,1,9,25.0,25.848484848484848,119.0
北京,2019,2,27,40.0,109.01538461538462,116.0
成都,2019,2,19,31.0,44.25,103.0
郑州,2019,2,4,33.0,90.45614035087719,113.0
上海,2019,1,27,32.0,47.544117647058826,120.0
成都,2019,2,19,31.0,57.11413043478261,104.0
上海,2019,2,15,32.0,26.52173913043478,120.0
郑州,2019,1,10,33.0,146.82142857142858,113.0
郑州,2019,1,31,35.0,76.8586956521739,113.0
厦门,2019,2,24,25.0,21.23076923076923,118.0
郑州,2019,1,24,35.0,145.2754491017964,113.0
昆明,2019,2,27,24.0,32.52808988764045,102.0
成都,2019,2,22,30.0,122.8305785123967,104.0
成都,2019,2,4,30.0,72.68468468468468,103.0
郑州,2019,2,9,35.0,107.17605633802818,112.0
郑州,2019,1,27,33.0,129.97115384615384,113.0
青岛,2019,1,27,36.0,75.23051948051948,120.0
乌鲁木齐,2018,8,6,43.0,44.30769230769231,88.0
郑州,2019,1,20,33.0,164.90265486725664,113.0
上海,2018,8,21,32.0,76.5,121.0
北京,2019,2,28,38.0,227.77777777777777,117.0
郑州,2018,8,10,34.0,61.7027027027027,114.0
厦门,2019,2,14,24.0,26.524861878453038,118.0
郑州,2018,8,1,35.0,61.80128205128205,113.0
乌鲁木齐,2018,8,14,43.0,41.935064935064936,87.0
海口,2019,2,18,20.0,21.134328358208954,110.0
天津,2019,1,22,40.0,58.68115942028985,116.0
济南,2019,2,28,37.0,136.8985507246377,116.0
天津,2019,1,21,39.0,69.52941176470588,118.0
成都,2019,2,18,30.0,41.477064220183486,104.0
成都,2019,1,20,31.0,55.5,103.0
乌鲁木齐,2019,2,22,44.0,105.0,87.0
北京,2019,2,1,40.0,59.75213675213675,116.0
厦门,2019,1,12,24.0,100.23529411764706,117.0
北京,2019,6,8,40.0,42.627450980392155,116.0
天津,2019,1,31,38.0,43.6140350877193,117.0
北京,2019,1,12,38.0,422.5208333333333,115.0
昆明,2018,8,13,25.0,60.46153846153846,103.0
天津,2019,1,14,40.0,101.87719298245614,116.0
成都,2019,2,24,31.0,64.76842105263158,104.0
上海,2019,2,4,31.0,126.12048192771084,121.0
北京,2018,8,30,39.0,31.681818181818183,116.0
青岛,2018,8,5,35.0,51.43478260869565,119.0
上海,2019,2,18,31.0,25.96062992125984,121.0
郑州,2019,1,27,35.0,105.47567567567567,113.0
上海,2019,2,8,31.0,29.516666666666666,120.0
成都,2019,1,4,31.0,32.0,103.0
乌鲁木齐,2019,1,1,42.0,500.0,89.0
乌鲁木齐,2019,2,26,44.0,101.38235294117646,87.0
济南,2019,1,26,36.0,70.20833333333333,115.0
青岛,2018,8,9,35.0,64.17647058823529,119.0
北京,2018,8,27,40.0,94.55932203389831,116.0
郑州,2018,8,26,34.0,80.27272727272727,113.0
青岛,2019,1,1,36.0,87.17857142857143,119.0
北京,2018,8,4,39.0,99.79611650485437,116.0
成都,2019,1,30,30.0,111.59071729957806,104.0
上海,2018,8,7,32.0,49.04,120.0
上海,2019,1,31,32.0,33.680851063829785,120.0
成都,2018,8,31,31.0,40.78260869565217,103.0
济南,2018,8,13,36.0,56.096774193548384,116.0
成都,2019,1,20,31.0,82.83157894736843,104.0
呼和浩特,2018,8,26,41.0,48.333333333333336,111.0
天津,2019,1,27,39.0,108.62222222222222,116.0
郑州,2019,1,4,35.0,231.96694214876032,112.0
天津,2019,1,16,40.0,52.0,116.0
海口,2019,1,21,19.0,44.22222222222222,110.0
上海,2018,8,10,31.0,55.95338983050848,121.0
厦门,2019,2,7,24.0,61.80357142857143,117.0
天津,2018,8,31,39.0,62.409774436090224,117.0
昆明,2018,8,11,25.0,59.22666666666667,102.0
海口,2018,8,23,20.0,32.41304347826087,110.0
成都,2019,1,22,31.0,104.60112359550561,104.0
